category,round,player_a_rank,player_a,score,player_b,player_b_rank,duration_minutes,category_code,category_label
XD,Round 1,,ZHANG Hanyu / TANG Rui Zhi,21-16 / 21-13,HUNG Kuei Chun / TSANG Hiu Yan,,34,XD,Mixed Doubles
XD,Round 1,,Zhi Guo CHEN / YU Yi Shan,17-21 / 21-17 / 21-18,XIA Hao Liang / LIAO Li Xi,,59,XD,Mixed Doubles
XD,Round 1,,LEONG Iok Chong / Weng Chi NG,9-21 / 21-19 / 21-15,TSAI Fu Cheng / SUNG Yu-Hsuan,,46,XD,Mixed Doubles
XD,Round 1,,LIN Xiang Yi / LIU Jia Yue,21-9 / 21-5,Haoxuan XIA / LIM Tin En Tiffany,,17,XD,Mixed Doubles
XD,Round 1,,MA Xi Xiang / LI Qian,21-18 / 21-10,LOW Han Chen / Vannee GOBI,,26,XD,Mixed Doubles
XD,Round 1,,SHEN Xuan Yao / YANG Jiayi,21-17 / 21-18,XU Jia Jun / FENG Xueying,,32,XD,Mixed Doubles
XD,Round 1,,LUI Chun Wai / FU Chi Yan,21-6 / 21-16,Pang Fong PUI / PUI Chi Wa,,21,XD,Mixed Doubles
XD,Round 2,,Hiroki NISHI / Akari SATO,21-19 / 21-16,Yi Lang FENG / Yue Yu LI,,32,XD,Mixed Doubles
XD,Round 2,,LIAO Pin Yi / HUANG Ke Xin,19-21 / 21-16 / 21-16,GAO Jia Xuan / WU Meng Ying,,55,XD,Mixed Doubles
XD,Round 2,,LI Hong Yi / BAO Li Jing,21-18 / 21-15,Yuta WATANABE / Maya TAGUCHI,,39,XD,Mixed Doubles
XD,Round 2,,TANG Chun Man / NG Tsz Yau,21-14 / 21-12,SHANG Yichen / LIN Fangling,,27,XD,Mixed Doubles
XD,Round 2,,ZHANG Hanyu / TANG Rui Zhi,21-18 / 21-13,CHENG Kai Wen / LIU Chiao-Yun,,38,XD,Mixed Doubles
XD,Round 2,,Zhi Guo CHEN / YU Yi Shan,24-22 / 30-29,LEONG Iok Chong / Weng Chi NG,,48,XD,Mixed Doubles
XD,Round 2,,MA Xi Xiang / LI Qian,21-18 / 21-19,LIN Xiang Yi / LIU Jia Yue,,37,XD,Mixed Doubles
XD,Round 2,,SHEN Xuan Yao / YANG Jiayi,21-17 / 21-17,LUI Chun Wai / FU Chi Yan,,33,XD,Mixed Doubles
XD,Quarter-final,,LIAO Pin Yi / HUANG Ke Xin,18-21 / 21-19 / 21-13,Hiroki NISHI / Akari SATO,,64,XD,Mixed Doubles
XD,Quarter-final,,TANG Chun Man / NG Tsz Yau,26-24 / 21-16,LI Hong Yi / BAO Li Jing,,47,XD,Mixed Doubles
XD,Quarter-final,,ZHANG Hanyu / TANG Rui Zhi,21-10 / 21-12,Zhi Guo CHEN / YU Yi Shan,,32,XD,Mixed Doubles
XD,Quarter-final,,MA Xi Xiang / LI Qian,21-18 / 15-21 / 21-11,SHEN Xuan Yao / YANG Jiayi,,48,XD,Mixed Doubles
XD,Semi-final,,TANG Chun Man / NG Tsz Yau,21-13 / 16-21 / 21-10,LIAO Pin Yi / HUANG Ke Xin,,59,XD,Mixed Doubles
XD,Semi-final,,ZHANG Hanyu / TANG Rui Zhi,18-21 / 23-21 / 21-16,MA Xi Xiang / LI Qian,,66,XD,Mixed Doubles
XD,Final,,TANG Chun Man / NG Tsz Yau,21-17 / 18-21 / 21-12,ZHANG Hanyu / TANG Rui Zhi,,66,XD,Mixed Doubles
