category,round,player_a_rank,player_a,score,player_b,player_b_rank,duration_minutes,category_code,category_label
MD,Round 1,,Christo POPOV / Toma Junior POPOV,21-18 / 21-14,DONG Adam (Xingyu) / Nyl YAKURA,,37,MD,Men's Doubles
MD,Round 1,,Supak JOMKOH / Kittinupong KEDREN,21-14 / 21-16,Jones Ralfy JANSEN / Kenneth NEUMANN,,31,MD,Men's Doubles
MD,Round 1,,Rasmus ESPERSEN / Marcus RINDSHØJ,21-12 / 19-21 / 21-15,Vinson CHIU / Joshua YUAN,,56,MD,Men's Doubles
MD,Round 1,,LEE Jhe-Huei / YANG Po-Hsuan,21-6 / 21-15,Daniel HESS / Patrick SCHEIEL,,27,MD,Men's Doubles
MD,Round 2,,ONG Yew Sin / TEO Ee Yi,21-14 / 19-21 / 21-10,Daniel LUNDGAARD / Mads VESTERGAARD,,51,MD,Men's Doubles
MD,Round 2,,LU Ching Yao / YANG Po Han,21-16 / 21-17,Christopher GRIMLEY / Matthew GRIMLEY,,39,MD,Men's Doubles
MD,Round 2,,HE Jiting / REN Xiangyu,21-14 / 21-10,Job CASTILLO / Luis Armando MONTOYA NAVARRO,,27,MD,Men's Doubles
MD,Round 2,,Mark LAMSFUSS / Marvin SEIDEL,18-21 / 21-19 / 21-18,Andreas SØNDERGAARD / Jesper TOFT,,60,MD,Men's Doubles
MD,Round 2,,CHANG Ko-Chi / PO Li-Wei,21-15 / 21-12,Alexander DUNN / Adam HALL,,32,MD,Men's Doubles
MD,Round 2,,Rasmus KJÆR / Frederik SØGAARD,21-19 / 21-14,Ondrej KRÁL / Adam MENDREK,,37,MD,Men's Doubles
MD,Round 2,,Supak JOMKOH / Kittinupong KEDREN,21-19 / 21-14,Christo POPOV / Toma Junior POPOV,,36,MD,Men's Doubles
MD,Round 2,,LEE Jhe-Huei / YANG Po-Hsuan,21-18 / 21-11,Rasmus ESPERSEN / Marcus RINDSHØJ,,33,MD,Men's Doubles
MD,Quarter-final,,ONG Yew Sin / TEO Ee Yi,21-19 / 21-10,LU Ching Yao / YANG Po Han,,34,MD,Men's Doubles
MD,Quarter-final,,HE Jiting / REN Xiangyu,15-21 / 22-20 / 21-15,Mark LAMSFUSS / Marvin SEIDEL,,66,MD,Men's Doubles
MD,Quarter-final,,Rasmus KJÆR / Frederik SØGAARD,21-7 / 23-21,CHANG Ko-Chi / PO Li-Wei,,42,MD,Men's Doubles
MD,Quarter-final,,LEE Jhe-Huei / YANG Po-Hsuan,21-12 / 21-17,Supak JOMKOH / Kittinupong KEDREN,,30,MD,Men's Doubles
MD,Semi-final,,HE Jiting / REN Xiangyu,21-5 / 21-15,ONG Yew Sin / TEO Ee Yi,,34,MD,Men's Doubles
MD,Semi-final,,LEE Jhe-Huei / YANG Po-Hsuan,22-20 / 21-11,Rasmus KJÆR / Frederik SØGAARD,,34,MD,Men's Doubles
MD,Final,,LEE Jhe-Huei / YANG Po-Hsuan,15-21 / 23-21 / 23-21,HE Jiting / REN Xiangyu,,60,MD,Men's Doubles
MS (qual),Round 1,,Joran KWEEKEL,21-18 / 21-13,Fabio CAPONIO,,34,MS,Men's Singles
MS (qual),Round 1,,LIAO Jhuo-Fu,21-11 / 21-12,Dmitriy PANARIN,,28,MS,Men's Singles
MS (qual),Round 1,,Collins Valentine FILIMON,21-19 / 1-3 Ret.,Max WEISSKIRCHEN,,21,MS,Men's Singles
MS (qual),Round 1,,DANYLO BOSNIUK,18-21 / 21-15 / 21-12,Giovanni TOTI,,56,MS,Men's Singles
MS (qual),Round 1,,S.Sankar Muthusamy SUBRAMANIAN,21-17 / 21-10,Kai SCHAEFER,,33,MS,Men's Singles
MS (qual),Round 1,,Tobias KUENZI,21-7 / 24-26 / 21-19,Luís Enrique PEÑALVER,,50,MS,Men's Singles
MS (qual),Round 1,,Lucas CLAERBOUT,21-19 / 21-17,Fabian ROTH,,45,MS,Men's Singles
MS (qual),Round 1,,Joakim OLDORFF,21-12 / 21-13,Markus BARTH,,26,MS,Men's Singles
MS (qual),Round 2,,LIAO Jhuo-Fu,21-17 / 21-16,Joran KWEEKEL,,43,MS,Men's Singles
MS (qual),Round 2,,DANYLO BOSNIUK,21-19 / 21-18,Collins Valentine FILIMON,,37,MS,Men's Singles
MS (qual),Round 2,,S.Sankar Muthusamy SUBRAMANIAN,21-11 / 21-18,Tobias KUENZI,,27,MS,Men's Singles
MS (qual),Round 2,,Lucas CLAERBOUT,16-21 / 21-19 / 21-15,Joakim OLDORFF,,64,MS,Men's Singles
MS,Round 1,,CHOU Tien Chen,21-17 / 18-21 / 21-16,Mark CALJOUW,,67,MS,Men's Singles
MS,Round 1,,ZHAO Junpeng,21-11 / 12-21 / 21-16,LIAO Jhuo-Fu,,53,MS,Men's Singles
MS,Round 1,,Brian YANG,15-21 / 21-18 / 21-13,S.Sankar Muthusamy SUBRAMANIAN,,65,MS,Men's Singles
MS,Round 1,,Julien CARRAGGI,22-24 / 22-20 / 21-13,DANYLO BOSNIUK,,73,MS,Men's Singles
MS,Round 1,,LIN Chun-Yi,15-21 / 21-19 / 21-14,Jan LOUDA,,71,MS,Men's Singles
MS,Round 1,,Kantaphon WANGCHAROEN,15-21 / 21-18 / 21-15,Magnus JOHANNESEN,,76,MS,Men's Singles
MS,Round 1,,Alex LANIER,18-21 / 21-16 / 21-11,Toma Junior POPOV,,75,MS,Men's Singles
MS,Round 1,,Rasmus GEMKE,21-13 / 21-13,Pablo ABIAN,,42,MS,Men's Singles
MS,Round 1,,Sathish Kumar KARUNAKARAN,21-18 / 19-21 / 21-19,Misha ZILBERMAN,,82,MS,Men's Singles
MS,Round 1,,Nhat NGUYEN,21-7 / 11-5 Ret.,WANG Tzu Wei,,28,MS,Men's Singles
MS,Round 1,,Lucas CLAERBOUT,21-19 / 21-14,CHEAM June Wei,,44,MS,Men's Singles
MS,Round 1,,JEON Hyeok Jin,21-17 / 21-16,NG Ka Long Angus,,45,MS,Men's Singles
MS,Round 1,,Chia Hao LEE,21-17 / 21-18,Arnaud MERKLE,,43,MS,Men's Singles
MS,Round 1,,Christo POPOV,21-17 / 21-18,Mads CHRISTOPHERSEN,,41,MS,Men's Singles
MS,Round 1,,SU Li Yang,21-18 / 21-18,HUANG Yu Kai,,44,MS,Men's Singles
MS,Round 1,,Kalle KOLJONEN,21-10 / 21-11,Ade Resky DWICAHYO,,34,MS,Men's Singles
MS,Round 2,,ZHAO Junpeng,21-14 / 21-18,CHOU Tien Chen,,44,MS,Men's Singles
MS,Round 2,,Julien CARRAGGI,16-21 / 21-15 / 21-14,Brian YANG,,61,MS,Men's Singles
MS,Round 2,,LIN Chun-Yi,21-15 / 17-21 / 21-3,Kantaphon WANGCHAROEN,,62,MS,Men's Singles
MS,Round 2,,Rasmus GEMKE,16-21 / 21-11 / 21-18,Alex LANIER,,78,MS,Men's Singles
MS,Round 2,,Nhat NGUYEN,21-18 / 24-22,Sathish Kumar KARUNAKARAN,,62,MS,Men's Singles
MS,Round 2,,JEON Hyeok Jin,21-17 / 21-16,Lucas CLAERBOUT,,58,MS,Men's Singles
MS,Round 2,,Christo POPOV,22-20 / 21-13,Chia Hao LEE,,42,MS,Men's Singles
MS,Round 2,,SU Li Yang,21-18 / 21-16,Kalle KOLJONEN,,49,MS,Men's Singles
MS,Quarter-final,,ZHAO Junpeng,18-21 / 21-14 / 21-12,Julien CARRAGGI,,61,MS,Men's Singles
MS,Quarter-final,,Rasmus GEMKE,21-16 / 17-21 / 21-16,LIN Chun-Yi,,92,MS,Men's Singles
MS,Quarter-final,,JEON Hyeok Jin,18-21 / 21-17 / 21-17,Nhat NGUYEN,,91,MS,Men's Singles
MS,Quarter-final,,Christo POPOV,21-19 / 22-24 / 21-17,SU Li Yang,,100,MS,Men's Singles
MS,Semi-final,,Rasmus GEMKE,21-15 / 17-21 / 21-19,ZHAO Junpeng,,66,MS,Men's Singles
MS,Semi-final,,Christo POPOV,21-17 / 11-21 / 21-11,JEON Hyeok Jin,,71,MS,Men's Singles
MS,Final,,Christo POPOV,21-17 / 21-16,Rasmus GEMKE,,45,MS,Men's Singles
WD,Round 1,,YEUNG Nga Ting / YEUNG Pui Lam,17-21 / 23-21 / 21-8,Amalie Cecilie KUDSK / Signe SCHULZ,,68,WD,Women's Doubles
WD,Round 1,,Paula Lynn OBANANA / Lauren LAM,21-16 / 21-10,Varvara FROLOVA / Sofiia LAVROVA,,29,WD,Women's Doubles
WD,Round 1,,Gabriela STOEVA / Stefani STOEVA,21-19 / 21-9,Bengisu ERCETIN / Nazlican INCI,,31,WD,Women's Doubles
WD,Round 1,,Vivian HOO / LIM Chiew Sien,21-9 / 21-13,Serena AU YEONG / Katharina HOCHMEIR,,32,WD,Women's Doubles
WD,Round 1,,Margot LAMBERT / Anne TRAN,21-15 / 21-14,Julia MEYER / Leona MICHALSKI,,32,WD,Women's Doubles
WD,Round 1,,Amelie LEHMANN / Cara SIEBRECHT,21-17 / 10-21 / 21-14,Rutaparna PANDA / Swetaparna PANDA,,57,WD,Women's Doubles
WD,Round 1,,Julie MACPHERSON / Ciara TORRANCE,21-13 / 14-21 / 21-12,Annie XU / Kerry XU,,62,WD,Women's Doubles
WD,Round 1,,Natasja P. ANTHONISEN / Alyssa TIRTOSENTONO,21-14 / 21-13,Kirsten DE WIT / Kelly VAN BUITEN,,31,WD,Women's Doubles
WD,Round 1,,Francesca CORBETT / Allison LEE,21-7 / 21-14,Anna KUPCA / Jekaterina ROMANOVA,,28,WD,Women's Doubles
WD,Round 1,,LI Yijing / LUO Xumin,21-4 / 21-3,Nina BECKER / Louisa MARBURGER,,18,WD,Women's Doubles
WD,Round 1,,SonA HORÍNKOVÁ / KaterIna ZUZÁKOVÁ,21-19 / 21-12,Anna HAGSPIEL / Lena RUMPOLD,,31,WD,Women's Doubles
WD,Round 1,,Treesa JOLLY / GAYATRI GOPICHAND PULLELA,18-21 / 21-11 / 21-13,HSU Yin-Hui / LIN Jhih Yun,,57,WD,Women's Doubles
WD,Round 1,,Linda EFLER / Isabel HERTTRICH,21-13 / 21-14,Haramara GAITAN / Sabrina SOLIS,,30,WD,Women's Doubles
WD,Round 1,,HSU Ya Ching / LIN Wan Ching,20-22 / 21-14 / 21-14,SUNG Shuo Yun / YU Chien Hui,,78,WD,Women's Doubles
WD,Round 1,,Debora JILLE / Cheryl SEINEN,21-13 / 21-15,Polina BUHROVA / Yevheniia KANTEMYR,,32,WD,Women's Doubles
WD,Round 1,,Maiken FRUERGAARD / Sara THYGESEN,21-14 / 21-8,Tiffany HO / Gronya SOMERVILLE,,32,WD,Women's Doubles
WD,Round 2,,YEUNG Nga Ting / YEUNG Pui Lam,21-12 / 19-21 / 21-12,Paula Lynn OBANANA / Lauren LAM,,54,WD,Women's Doubles
WD,Round 2,,Gabriela STOEVA / Stefani STOEVA,21-16 / 21-14,Vivian HOO / LIM Chiew Sien,,37,WD,Women's Doubles
WD,Round 2,,Margot LAMBERT / Anne TRAN,21-13 / 21-9,Amelie LEHMANN / Cara SIEBRECHT,,29,WD,Women's Doubles
WD,Round 2,,Natasja P. ANTHONISEN / Alyssa TIRTOSENTONO,21-10 / 21-11,Julie MACPHERSON / Ciara TORRANCE,,32,WD,Women's Doubles
WD,Round 2,,LI Yijing / LUO Xumin,21-15 / 21-15,Francesca CORBETT / Allison LEE,,42,WD,Women's Doubles
WD,Round 2,,Treesa JOLLY / GAYATRI GOPICHAND PULLELA,21-10 / 21-11,SonA HORÍNKOVÁ / KaterIna ZUZÁKOVÁ,,28,WD,Women's Doubles
WD,Round 2,,HSU Ya Ching / LIN Wan Ching,21-14 / 21-12,Linda EFLER / Isabel HERTTRICH,,41,WD,Women's Doubles
WD,Round 2,,Maiken FRUERGAARD / Sara THYGESEN,21-16 / 21-13,Debora JILLE / Cheryl SEINEN,,42,WD,Women's Doubles
WD,Quarter-final,,Gabriela STOEVA / Stefani STOEVA,21-17 / 21-15,YEUNG Nga Ting / YEUNG Pui Lam,,44,WD,Women's Doubles
WD,Quarter-final,,Margot LAMBERT / Anne TRAN,21-11 / 21-13,Natasja P. ANTHONISEN / Alyssa TIRTOSENTONO,,37,WD,Women's Doubles
WD,Quarter-final,,LI Yijing / LUO Xumin,21-16 / 21-14,Treesa JOLLY / GAYATRI GOPICHAND PULLELA,,41,WD,Women's Doubles
WD,Quarter-final,,HSU Ya Ching / LIN Wan Ching,13-21 / 21-16 / 22-20,Maiken FRUERGAARD / Sara THYGESEN,,71,WD,Women's Doubles
WD,Semi-final,,Gabriela STOEVA / Stefani STOEVA,21-14 / 21-18,Margot LAMBERT / Anne TRAN,,45,WD,Women's Doubles
WD,Semi-final,,LI Yijing / LUO Xumin,21-17 / 21-18,HSU Ya Ching / LIN Wan Ching,,49,WD,Women's Doubles
WD,Final,,LI Yijing / LUO Xumin,21-7 / 13-21 / 21-18,Gabriela STOEVA / Stefani STOEVA,,62,WD,Women's Doubles
WS (qual),Round 1,,Tereza ŠVÁBÍKOVÁ,21-15 / 21-17,Ksenia POLIKARPOVA,,34,WS,Women's Singles
WS (qual),Round 1,,Amalie SCHULZ,21-12 / 21-17,Vivien SANDORHAZI,,28,WS,Women's Singles
WS (qual),Round 1,,CHENG Sin Yan Happy Serena,21-12 / 21-13,Haramara GAITAN,,30,WS,Women's Singles
WS (qual),Round 1,,Polina BUHROVA,21-11 / 21-10,Vanessa Maricela GARCIA CONTRERAS,,27,WS,Women's Singles
WS,Round 1,,PAI Yu Po,21-11 / 21-16,Rachael DARRAGH,,35,WS,Women's Singles
WS,Round 1,,SUNG Shuo Yun,21-17 / 15-21 / 21-15,CHENG Sin Yan Happy Serena,,70,WS,Women's Singles
WS,Round 1,,Mia BLICHFELDT,21-12 / 21-10,Keisha Fatimah AZ ZAHRA,,34,WS,Women's Singles
WS,Round 1,,AAKARSHI KASHYAP,21-23 / 21-17 / 21-11,Polina BUHROVA,,63,WS,Women's Singles
WS,Round 1,,Pornpawee CHOCHUWONG,21-18 / 21-18,Yvonne LI,,48,WS,Women's Singles
WS,Round 1,,Michelle LI,21-18 / 21-11,Wendy ZHANG,,31,WS,Women's Singles
WS,Round 1,,Kirsty GILMOUR,21-13 / 21-12,Julie Dawall JAKOBSEN,,31,WS,Women's Singles
WS,Round 1,,QI Xuefei,21-9 / 21-12,Jenjira STADELMANN,,30,WS,Women's Singles
WS,Round 1,,Lauren LAM,21-13 / 21-15,Lianne TAN,,28,WS,Women's Singles
WS,Round 1,,Thuy Linh NGUYEN,21-7 / 21-11,Kaloyana NALBANTOVA,,29,WS,Women's Singles
WS,Round 1,,Iris WANG,21-14 / 14-21 / 21-6,Clara AZURMENDI,,46,WS,Women's Singles
WS,Round 1,,Ratchanok INTANON,21-15 / 21-13,TANYA HEMANTH,,35,WS,Women's Singles
WS,Round 1,,Tereza ŠVÁBÍKOVÁ,19-21 / 21-5 / 21-19,Ines Lucia CASTILLO SALAZAR,,52,WS,Women's Singles
WS,Round 1,,Supanida KATETHONG,21-15 / 14-21 / 21-13,Wen Chi HSU,,53,WS,Women's Singles
WS,Round 1,,LéOnice HUET,21-15 / 18-21 / 21-17,THET HTAR THUZAR,,68,WS,Women's Singles
WS,Round 1,,KIM Ga Eun,21-13 / 21-13,Amalie SCHULZ,,31,WS,Women's Singles
WS,Round 2,,SUNG Shuo Yun,21-9 / 21-12,PAI Yu Po,,35,WS,Women's Singles
WS,Round 2,,Mia BLICHFELDT,21-13 / 21-14,AAKARSHI KASHYAP,,40,WS,Women's Singles
WS,Round 2,,Michelle LI,21-19 / 21-18,Pornpawee CHOCHUWONG,,47,WS,Women's Singles
WS,Round 2,,QI Xuefei,19-21 / 22-20 / 23-21,Kirsty GILMOUR,,81,WS,Women's Singles
WS,Round 2,,Thuy Linh NGUYEN,21-14 / 21-7,Lauren LAM,,29,WS,Women's Singles
WS,Round 2,,Ratchanok INTANON,21-18 / 21-13,Iris WANG,,43,WS,Women's Singles
WS,Round 2,,Supanida KATETHONG,21-9 / 21-12,Tereza ŠVÁBÍKOVÁ,,29,WS,Women's Singles
WS,Round 2,,KIM Ga Eun,21-15 / 21-8,LéOnice HUET,,26,WS,Women's Singles
WS,Quarter-final,,Mia BLICHFELDT,21-14 / 21-11,SUNG Shuo Yun,,41,WS,Women's Singles
WS,Quarter-final,,Michelle LI,21-13 / 21-11,QI Xuefei,,31,WS,Women's Singles
WS,Quarter-final,,Thuy Linh NGUYEN,21-13 / 21-15,Ratchanok INTANON,,33,WS,Women's Singles
WS,Quarter-final,,KIM Ga Eun,21-15 / 21-10,Supanida KATETHONG,,32,WS,Women's Singles
WS,Semi-final,,Mia BLICHFELDT,21-13 / 18-21 / 21-10,Michelle LI,,62,WS,Women's Singles
WS,Semi-final,,Thuy Linh NGUYEN,20-22 / 21-8 / 21-16,KIM Ga Eun,,58,WS,Women's Singles
WS,Final,,Mia BLICHFELDT,21-11 / 21-9,Thuy Linh NGUYEN,,35,WS,Women's Singles
XD (qual),Round 1,,Daniel HESS / Julia MEYER,21-18 / 21-11,Tomáš ŠVEJDA / SonA HORÍNKOVÁ,,28,XD,Mixed Doubles
XD (qual),Round 1,,David ECKERLIN / Amelie LEHMANN,23-21 / 21-19,Joshua MAGEE / Moya RYAN,,34,XD,Mixed Doubles
XD (qual),Round 1,,CHEN Cheng Kuan / HSU Yin-Hui,21-19 / 21-16,Malik BOURAKKADI / Leona MICHALSKI,,33,XD,Mixed Doubles
XD (qual),Round 1,,Ties VAN DER LECQ / Alyssa TIRTOSENTONO,21-16 / 17-21 / 21-17,CHEN Sheng Fa / LIN Jhih Yun,,52,XD,Mixed Doubles
XD,Round 1,,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,21-9 / 21-15,Jesper TOFT / Clara GRAVERSEN,,32,XD,Mixed Doubles
XD,Round 1,,Jan Colin VÖLKER / Stine KÜSPERT,23-21 / 21-13,Daniel HESS / Julia MEYER,,35,XD,Mixed Doubles
XD,Round 1,,Robin TABELING / Selena PIEK,21-19 / 17-21 / 23-21,Dejan FERDINANSYAH / Gloria Emanuelle WIDJAJA,,70,XD,Mixed Doubles
XD,Round 1,,Ties VAN DER LECQ / Alyssa TIRTOSENTONO,21-9 / 21-8,Misha ZILBERMAN / Svetlana Zilberman (Beliasova),,20,XD,Mixed Doubles
XD,Round 1,,TANG Chun Man / TSE Ying Suet,23-21 / 21-17,Sathish Kumar KARUNAKARAN / Aadya VARIYATH,,37,XD,Mixed Doubles
XD,Round 1,,Mark LAMSFUSS / Isabel HERTTRICH,21-12 / 21-16,Jones Ralfy JANSEN / Thuc Phuong NGUYEN,,29,XD,Mixed Doubles
XD,Round 1,,Rinov RIVALDY / Pitha Haningtyas MENTARI,21-5 / 21-14,David ECKERLIN / Amelie LEHMANN,,21,XD,Mixed Doubles
XD,Round 1,,TAN Kian Meng / LAI Pei Jing,24-22 / 20-22 / 21-19,Gregory MAIRS / Jenny MOORE,,65,XD,Mixed Doubles
XD,Round 1,,Kenneth Zhe Hooi CHOO / Gronya SOMERVILLE,21-18 / 21-15,CHEN Cheng Kuan / HSU Yin-Hui,,35,XD,Mixed Doubles
XD,Round 1,,Rehan Naufal KUSHARJANTO / Lisa Ayu KUSUMAWATI,22-20 / 21-9,Adam HALL / Julie MACPHERSON,,31,XD,Mixed Doubles
XD,Round 1,,HEE Yong Kai Terry / TAN Wei Han,21-18 / 11-21 / 21-14,Rasmus ESPERSEN / Amalie Cecilie KUDSK,,49,XD,Mixed Doubles
XD,Round 1,,GOH Soon Huat / LAI Shevon Jemie,21-12 / 21-11,Ashith SURYA / Amrutha PRAMUTHESH,,23,XD,Mixed Doubles
XD,Round 1,,CHANG Ko-Chi / LEE Chih Chen,10-21 / 21-19 / 21-17,YANG Po-Hsuan / HU Ling Fang,,50,XD,Mixed Doubles
XD,Round 1,,Supak JOMKOH / Supissara PAEWSAMPRAN,21-10 / 21-19,Vinson CHIU / Jennie GAI,,33,XD,Mixed Doubles
XD,Round 1,,Mads VESTERGAARD / Christine BUSCH,22-20 / 21-17,Patrick SCHEIEL / Franziska VOLKMANN,,36,XD,Mixed Doubles
XD,Round 1,,KIM Won Ho / JEONG Na Eun,21-10 / 21-14,LEE Chun Hei Reginald / NG Tsz Yau,,33,XD,Mixed Doubles
XD,Round 2,,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,19-14 Ret.,Jan Colin VÖLKER / Stine KÜSPERT,,16,XD,Mixed Doubles
XD,Round 2,,Robin TABELING / Selena PIEK,21-12 / 17-21 / 21-7,Ties VAN DER LECQ / Alyssa TIRTOSENTONO,,48,XD,Mixed Doubles
XD,Round 2,,TANG Chun Man / TSE Ying Suet,21-18 / 15-21 / 21-14,Mark LAMSFUSS / Isabel HERTTRICH,,58,XD,Mixed Doubles
XD,Round 2,,TAN Kian Meng / LAI Pei Jing,21-17 / 21-19,Rinov RIVALDY / Pitha Haningtyas MENTARI,,37,XD,Mixed Doubles
XD,Round 2,,Rehan Naufal KUSHARJANTO / Lisa Ayu KUSUMAWATI,21-14 / 21-11,Kenneth Zhe Hooi CHOO / Gronya SOMERVILLE,,30,XD,Mixed Doubles
XD,Round 2,,GOH Soon Huat / LAI Shevon Jemie,8-21 / 21-15 / 21-8,HEE Yong Kai Terry / TAN Wei Han,,43,XD,Mixed Doubles
XD,Round 2,,CHANG Ko-Chi / LEE Chih Chen,21-18 / 21-14,Supak JOMKOH / Supissara PAEWSAMPRAN,,35,XD,Mixed Doubles
XD,Round 2,,KIM Won Ho / JEONG Na Eun,19-21 / 22-20 / 21-14,Mads VESTERGAARD / Christine BUSCH,,61,XD,Mixed Doubles
XD,Quarter-final,,Robin TABELING / Selena PIEK,21-18 / 21-15,Dechapol PUAVARANUKROH / Sapsiree TAERATTANACHAI,,39,XD,Mixed Doubles
XD,Quarter-final,,TANG Chun Man / TSE Ying Suet,13-21 / 21-13 / 21-11,TAN Kian Meng / LAI Pei Jing,,52,XD,Mixed Doubles
XD,Quarter-final,,Rehan Naufal KUSHARJANTO / Lisa Ayu KUSUMAWATI,21-19 / 28-26,GOH Soon Huat / LAI Shevon Jemie,,47,XD,Mixed Doubles
XD,Quarter-final,,KIM Won Ho / JEONG Na Eun,23-21 / 21-9,CHANG Ko-Chi / LEE Chih Chen,,38,XD,Mixed Doubles
XD,Semi-final,,TANG Chun Man / TSE Ying Suet,15-21 / 21-16 / 23-21,Robin TABELING / Selena PIEK,,66,XD,Mixed Doubles
XD,Semi-final,,KIM Won Ho / JEONG Na Eun,21-5 / 21-14,Rehan Naufal KUSHARJANTO / Lisa Ayu KUSUMAWATI,,32,XD,Mixed Doubles
XD,Final,,TANG Chun Man / TSE Ying Suet,21-13 / 21-19,KIM Won Ho / JEONG Na Eun,,40,XD,Mixed Doubles
